"","Sex","Age","Household Type","District","House_Clothes","Cooking","Shopping","Admin","Repairs","Childcare","Elderly_care","Other_care","House_Clothes_Help","Cooking_Help","Shopping_Help","Admin_Help","Repairs_Help","Childcare_Help","Elderly_care_Help","Other_care_Help","Overall_chores"
"171","Male",58,"Other","Distrito de Centro","Woman","Woman","Man","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"172","Male",73,"Other","Distrito de Centro","None","Woman","Both","Both","None","Both","None","None","Paid help","No help","No help","No help","Paid help","Unpaid help","No help","No help","Both"
"173","Male",76,"Other","Distrito de Centro","Both","Both","Both","Man","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","None"
"174","Female",60,"Other","Distrito de Centro","Woman","Woman","Woman","Man","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"175","Male",56,"Other","Distrito de Centro","Man","Man","Man","Man","Man",NA,"Man","None","No help","No help","No help","No help","No help","No answer","Unpaid help","No help","Man"
"176","Male",65,"Other","Distrito de Centro","Both","Both","Both","Man","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"177","Male",27,"Other","Distrito de Centro","Both","Both","Both","Both","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"178","Male",93,"Other","Distrito de Centro","Woman","Woman","Woman","Man","None",NA,"Woman","None","Unpaid help","Unpaid help","Unpaid help","No help","Paid help","No answer","Unpaid help","No help","Woman"
"179","Male",78,"Other","Distrito de Centro","Both","Woman","Man","Man","None",NA,"Man","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Man"
"180","Female",65,"Other","Distrito de Centro","Woman","Woman","Woman","Woman","Woman",NA,"Man","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Woman"
"181","Female",45,"Other","Distrito de Centro","Both","Both","Both","Both","Both","Both","Both","Both","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"182","Female",59,"Other","Distrito de Centro","Woman","Woman","Woman","Woman","None",NA,"Woman","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"183","Female",53,"Other","Distrito de Centro","Woman","Woman","Woman","Woman","Woman",NA,"Woman","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"184","Female",62,"Other","Distrito de Centro","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"185","Male",70,"Other","Distrito de Centro","Both","Both","Both","Both","None",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Both"
"186","Male",59,"Single parent","Distrito de Arganzuela","Both","Woman","Woman","Man","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"187","Female",61,"Single parent","Distrito de Arganzuela","Woman","Woman","Both","Woman","Woman",NA,"Woman","None","No help","No help","Unpaid help","Unpaid help","No help","No answer","Unpaid help","No help","Woman"
"188","Female",79,"Single parent","Distrito de Arganzuela","Woman","Woman","Woman","Both","Both",NA,"None","None","No help","No help","No help","Unpaid help","No help","No answer","No help","No help","Woman"
"189","Female",70,"Single parent","Distrito de Arganzuela","Woman","Woman","Woman","Both","None",NA,"None","None","Paid help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"190","Female",57,"Single parent","Distrito de Arganzuela","Woman","Woman","Woman","Woman","Woman",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"191","Female",79,"Single parent","Distrito de Arganzuela","Woman","Woman","Woman","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"192","Male",22,"Single parent","Distrito de Arganzuela","Woman","Woman","Woman","None","Woman",NA,NA,"None","Paid help","Unpaid help","Unpaid help","No help","Paid help","No answer","No answer","No help","Woman"
"193","Female",93,"Single parent","Distrito de Arganzuela","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"194","Female",82,"Single parent","Distrito de Arganzuela","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"195","Female",60,"Single parent","Distrito de Arganzuela","None","None","None","None","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","None"
"196","Female",61,"Single parent","Distrito de Arganzuela","Woman","Woman","Woman","Woman","None",NA,NA,"None","Paid help","No help","No help","No help","Paid help","No answer","No answer","No help","Woman"
"197","Female",73,"Couple without children","Distrito de Arganzuela","Woman","Woman","Both","Man","None",NA,"None","None","No help","No help","No help","No help","Unpaid help","No answer","No help","No help","None"
"198","Male",68,"Couple without children","Distrito de Arganzuela","Both","Woman","Man","Both","Man",NA,"None","None","No help","No help","No help","Unpaid help","No help","No answer","No help","No help","Man"
"199","Female",79,"Couple without children","Distrito de Arganzuela","Both","Woman","Woman","Man","Both",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"200","Male",76,"Couple without children","Distrito de Arganzuela","Woman","Woman","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"201","Female",72,"Couple without children","Distrito de Arganzuela","None","Woman","Woman","Man","None",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","None"
"202","Female",61,"Couple without children","Distrito de Arganzuela","Woman","Woman","Woman","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"203","Male",81,"Couple without children","Distrito de Arganzuela","None","None","None","Both","None",NA,"None","None","No help","No help","No help","Paid help","Paid help","No answer","No help","No help","None"
"204","Male",49,"Couple without children","Distrito de Arganzuela","Both","Both","Both","Both","None",NA,NA,"None","Paid help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"205","Female",82,"Couple without children","Distrito de Arganzuela","Woman","Woman","Woman","Man","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"206","Male",76,"Couple without children","Distrito de Arganzuela","Woman","Woman","Both","Both","Both",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Both"
"207","Female",78,"Couple without children","Distrito de Arganzuela","None","Woman","Woman","Both","None",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","None"
"208","Male",63,"Couple without children","Distrito de Arganzuela","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"209","Female",86,"Couple without children","Distrito de Arganzuela","Woman","Woman","Woman","None","None",NA,"None","Both","No help","No help","No help","No help","No help","No answer","No help","No help","None"
"210","Male",60,"Couple without children","Distrito de Arganzuela","Man","Man","Man","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"211","Male",75,"Couple without children","Distrito de Arganzuela","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"212","Female",83,"Couple without children","Distrito de Arganzuela","Woman","Woman","Woman","Man","None",NA,"None","None","No help","No help","No help","No help","Unpaid help","No answer","No help","No help","None"
"213","Male",63,"Couple without children","Distrito de Arganzuela","Man","Man","Man","Both","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"214","Male",64,"Couple without children","Distrito de Arganzuela","Woman","Woman","Both","Man","Man",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"215","Male",74,"Couple without children","Distrito de Arganzuela","Woman","Woman","Woman","Both","Both",NA,"None","None","Unpaid help","Unpaid help","Unpaid help","No help","No help","No answer","No help","No help","Woman"
"216","Female",86,"Couple without children","Distrito de Arganzuela","Woman","Woman","Woman","Man","None",NA,"Woman","None","No help","No help","No help","No help","Unpaid help","No answer","No help","No help","Woman"
"217","Female",74,"Couple without children","Distrito de Arganzuela","Both","Woman","Both","Both","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","None"
"218","Female",66,"Couple without children","Distrito de Arganzuela","Woman","Man","Both","Woman","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"219","Male",60,"Couple without children","Distrito de Arganzuela","Woman","Man","Man","Man","Man",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Man"
